GSE	geo_accession	xpType	RefDye	Note	Group	Ignore	XP	Batch	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	source_name_ch1	source_name_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch2.4	characteristics_ch2.5	characteristics_ch1	characteristics_ch2	platform_id	description.9	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8
GSE94380	GSM2474353	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4+ LysoMac, steady state, replicate 1"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4+	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4+ macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474354	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4+ LysoMac, steady state, replicate 2"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4+	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4+ macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474355	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4+ LysoMac, steady state, replicate 3"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4+	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4+ macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474356	1C			B	0	1		0			R848	9h	10 ug	CD11b+ dendritic cells	"WT R848-treated Peyer's patch CD11b+ cDC, steady state, replicate 1"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474357	1C			B	0	1		0			R848	9h	10 ug	CD11b+ dendritic cells	"WT R848-treated Peyer's patch CD11b+ cDC, steady state, replicate 2"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474358	1C			B	0	1		0			R848	9h	10 ug	CD11b+ dendritic cells	"WT R848-treated Peyer's patch CD11b+ cDC, steady state, replicate 3"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474359	1C			B	0	1		0			R848	9h	10 ug	CD8a+ dendritic cells	"WT R848-treated Peyer's patch CD8a+ cDC, steady state, replicate 1"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474360	1C			B	0	1		0			R848	9h	10 ug	CD8a+ dendritic cells	"WT R848-treated Peyer's patch CD8a+ cDC, steady state, replicate 2"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474361	1C			B	0	1		0			R848	9h	10 ug	CD8a+ dendritic cells	"WT R848-treated Peyer's patch CD8a+ cDC, steady state, replicate 3"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474362	1C			B	0	1		0			R848	9h	10 ug	CD8a+ dendritic cells	"WT R848-treated Peyer's patch CD8a+ cDC, steady state, replicate 4"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474363	1C			B	0	1		0			R848	9h	10 ug	CD8a+ dendritic cells	"WT R848-treated Peyer's patch CD8a+ cDC, steady state, replicate 5"	"Mouse Peyer's patch, R848, 9h"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: 9h R848	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC 9h after R848 treatment	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE7831	GSM190131	1C			a	0	1		1			(Veh)	1h		dendritic cells	"pDC medium 1h, biological rep1"	pDC cultured in medium for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from plasmacytoid dendritic cells at baseline (medium 1h)	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190132	1C			a	0	1		1			(Veh)	1h		dendritic cells	"pDC medium 1h, biological rep2"	pDC cultured in medium for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from plasmacytoid dendritic cells at baseline (medium 1h)	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190133	1C			A	0	1		0			CpG1826	1h	5 ug/ml	dendritic cells	"pDC CpG 1h, biological rep1"	pDC cultured in medium with CpG for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from activated plasmacytoid dendritic cells with CPG for 1h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190134	1C			A	0	1		0			CpG1826	1h	5 ug/ml	dendritic cells	"pDC CpG 1h, biological rep2"	pDC cultured in medium with CpG for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from activated plasmacytoid dendritic cells with CPG for 1h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190135	1C			B	0	1		0			PR8 (flu)	1h	300 HAU/ml	dendritic cells	"pDC flu 1h, biological rep1"	pDC cultured in medium with PR8 (flu) for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from activated plasmacytoid dendritic cells with influenza A/PR8 virus  (flu) for 1h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190136	1C			B	0	1		0			PR8 (flu)	1h	300 HAU/ml	dendritic cells	"pDC flu 1h, biological rep2"	pDC cultured in medium with PR8 (flu) for 1h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from activated plasmacytoid dendritic cells with influenza A/PR8 virus  (flu) for 1h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190137	1C			b	0	1		1			(Veh)	4h		dendritic cells	"pDC medium 4h, biological rep1"	pDC cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  plasmacytoid dendritic cells cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190138	1C			b	0	1		1			(Veh)	4h		dendritic cells	"pDC medium 4h, biological rep2"	pDC cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  plasmacytoid dendritic cells cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190139	1C			b	0	1		1			(Veh)	4h		dendritic cells	"pDC medium 4h, biological rep3"	pDC cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  plasmacytoid dendritic cells cultured in medium for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190140	1C			C	0	1		0			CpG1826	4h	5 ug/ml	dendritic cells	"pDC CpG 4h, biological rep1"	pDC cultured in medium with CpG for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  activated plasmacytoid dendritic cells cultured with CPG for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190141	1C			C	0	1		0			CpG1826	4h	5 ug/ml	dendritic cells	"pDC CpG 4h, biological rep2"	pDC cultured in medium with CpG for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  activated plasmacytoid dendritic cells cultured with CPG for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190142	1C			C	0	1		0			CpG1826	4h	5 ug/ml	dendritic cells	"pDC CpG 4h, biological rep3"	pDC cultured in medium with CpG for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  activated plasmacytoid dendritic cells cultured with CPG for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190143	1C			D	0	1		0			PR8 (flu)	4h	300 HAU/ml	dendritic cells	"pDC flu 4h, biological rep1"	pDC cultured in medium with PR8 (flu) for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  activated plasmacytoid dendritic cells cultured with influenza A/PR/8 virus for 4h	NA	NA	NA	NA	NA	NA	NA	NA
GSE7831	GSM190144	1C			D	0	1		0			PR8 (flu)	4h	300 HAU/ml	dendritic cells	"pDC flu 4h, biological rep2"	pDC cultured in medium with PR8 (flu) for 4h	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pDC isolated from spleen of Flt-3L-treated DPEGFPxRag1-/- mice	NA	GPL1261	NA	Gene expression data from  activated plasmacytoid dendritic cells cultured with influenza A/PR/8 virus for 4h	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE9287	GSM235399	1C			a	0	1		1	(WT)					spleen	spleen_WT_rep1	spleen cells from C57Bl/6J wild-type male	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: C57Bl/6J	NA	GPL1261	NA	This study was designed to identify gene expression between spleen cells of male mice with and without the Yaa mutation.	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236566	1C			a	0	1		1	(WT)					spleen	spleen_WT_rep2	spleen cells from C57Bl/6J wild-type male	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: C57Bl/6J	NA	GPL1261	NA	This study was designed to identify gene expression between spleen cells of male mice with and without the Yaa mutation.	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236567	1C			a	0	1		1	(WT)					spleen	spleen_WT_rep3	spleen cells from C57Bl/6J wild-type male	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: C57Bl/6J	NA	GPL1261	NA	This study was designed to identify gene expression between spleen cells of male mice with and without the Yaa mutation.	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236573	1C			a	0	1		1	(WT)					spleen	spleen_WT_rep4	spleen cells from C57Bl/6J wild-type male	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: C57Bl/6J	NA	GPL1261	NA	This study was designed to identify gene expression between spleen cells of male mice with and without the Yaa mutation.	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236620	1C			A	0	1		0	TLR7	OE				spleen	spleen_Yaa_rep1	spleen cells from B6.SB-Yaa/J male	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: B6.SB-Yaa/J	NA	GPL1261	NA	The Yaa gene is on the Y chromosome and is responsible for accelerated autoimmune disease in mice with susceptible genetic backgrounds	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236621	1C			A	0	1		0	TLR7	OE				spleen	spleen_Yaa_rep2	spleen cells from C57Bl/6 males with Yaa mutation	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: B6.SB-Yaa/J	NA	GPL1261	NA	The Yaa gene is on the Y chromosome and is responsible for accelerated autoimmune disease in mice with susceptible genetic backgrounds	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236622	1C			A	0	1		0	TLR7	OE				spleen	spleen_Yaa_rep3	spleen cells from C57Bl/6 male with Yaa mutation	NA	Sex: male	Tissue: whole spleen tissue	note: RNA in this one sample was prepared from spleenocytes from two different spleens	NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: B6.SB-Yaa/J	NA	GPL1261	NA	The Yaa gene is on the Y chromosome and is responsible for accelerated autoimmune disease in mice with susceptible genetic backgrounds	NA	NA	NA	NA	NA	NA	NA	NA
GSE9287	GSM236628	1C			A	0	1		0	TLR7	OE				spleen	spleen_Yaa_rep4	spleen cells from C57Bl/6 male with Yaa mutation	NA	Sex: male	Tissue: whole spleen tissue		NA	NA	NA	NA	NA	NA	NA	NA	NA	Strain: B6.SB-Yaa/J	NA	GPL1261	NA	The Yaa gene is on the Y chromosome and is responsible for accelerated autoimmune disease in mice with susceptible genetic backgrounds	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE13032	GSM326506	1C			a	0	1	AJ	1			(Veh)	3d		whole lung	A/J whole lung-PBS challenged-biological rep.1	"whole lung, A/J mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326507	1C			a	0	1	AJ	1			(Veh)	3d		whole lung	A/J whole lung-PBS challenged-biological rep.2	"whole lung, A/J mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326508	1C			a	0	1	AJ	1			(Veh)	3d		whole lung	A/J whole lung-PBS challenged-biological rep.3	"whole lung, A/J mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326509	1C			a	0	1	C57B6	1			(Veh)	3d		whole lung	C57BL/6 whole lung-PBS challenged-biological rep.1	"whole lung, C57BL/6 mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326510	1C			a	0	1	C57B6	1			(Veh)	3d		whole lung	C57BL/6 whole lung-PBS challenged-biological rep.2	"whole lung, C57BL/6 mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326511	1C			a	0	1	C57B6	1			(Veh)	3d		whole lung	C57BL/6 whole lung-PBS challenged-biological rep.3	"whole lung, C57BL/6 mouse, PBS challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, PBS challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326512	1C			A	0	1	AJ	0			ovalbumin	3d	3x1%	whole lung	A/J whole lung-ovalbumin challenged-biological rep.1	"whole lung, A/J mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326513	1C			A	0	1	AJ	0			ovalbumin	3d	3x1%	whole lung	A/J whole lung-ovalbumin challenged-biological rep.2	"whole lung, A/J mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326514	1C			A	0	1	C57B6	0			ovalbumin	3d	3x1%	whole lung	C57BL/6 whole lung-ovalbumin challenged-biological rep.1	"whole lung, C57BL/6 mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326515	1C			A	0	1	C57B6	0			ovalbumin	3d	3x1%	whole lung	C57BL/6 whole lung-ovalbumin challenged-biological rep.2	"whole lung, C57BL/6 mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326516	1C			B	0	1	AJ	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	A/J whole lung-resiquimod treated and ovalbumin challenged-biological rep.1	"whole lung, A/J mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326517	1C			B	0	1	AJ	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	A/J whole lung-resiquimod treated and ovalbumin challenged-biological rep.2	"whole lung, A/J mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326518	1C			B	0	1	C57B6	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	C57BL/6 whole lung-resiquimod treated and ovalbumin challenged-biological rep.1	"whole lung, C57BL/6 mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326519	1C			A	0	1	AJ	0			ovalbumin	3d	3x1%	whole lung	A/J whole lung-ovalbumin challenged-biological rep.3	"whole lung, A/J mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326520	1C			A	0	1	C57B6	0			ovalbumin	3d	3x1%	whole lung	C57BL/6 whole lung-ovalbumin challenged-biological rep.3	"whole lung, C57BL/6 mouse, ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326521	1C			B	0	1	C57B6	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	C57BL/6 whole lung-resiquimod treated and ovalbumin challenged-biological rep.2	"whole lung, C57BL/6 mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326522	1C			B	0	1	C57B6	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	C57BL/6 whole lung-resiquimod treated and ovalbumin challenged-biological rep.3	"whole lung, C57BL/6 mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: C57BL/6 Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
GSE13032	GSM326523	1C			B	0	1	AJ	0			resiquimod;ovalbumin	1d;3d	100 ug;3x1%	whole lung	A/J whole lung-resiquimod treated and ovalbumin challenged-biological rep.3	"whole lung, A/J mouse, resiquimod treated and ovalbumin challenged"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Strain: A/J Gender: Male Age:16 weeks Tissue: whole lung Treatment: Ovalbumin sensitized, resiquimod treated, ovalbumin challenged"	NA	GPL1261	NA	"gene expression data from the lungs of an acute mouse model of allergic asthma, and following resiquimod treatment"	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE41496	GSM1018240	1C			a	0	1		1			(Veh)	24h	10^6 uninfected erythrocytes	whole spleen	spleen_B6_mock_1	"C57BL/6, whole spleen, mock infection, 24h"	NA	background strain: C57BL/6	genotype/variation: wildtype	tissue: spleen	infection: mock	infection duration: 24h	NA	NA	NA	NA	NA	NA	NA	gender: female	NA	GPL13912	NA	Sample name: B6mock-1	NA	NA	NA	NA	NA	NA	NA	NA
