GSE	xpType	RefDye	Group	Ignore	XP	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BSMMapped	BioSampName	Comment	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	source_name_ch2	characteristics_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6
GSE32862	1C|TS		C	0	0	0			anti-IFNAR mAb;pIC	1h;13h	10 ug/ml;50 ug/ml	NA	PBMC		PBMC_IFNAR_AB_poly ICLC_13hrs_SP_2	GSM813399	Peripheral blood mononuclear cell (PBMCs)	5645692009_A	PBMCs collected from volunteer incubated anti-IFNAR mAb followed by a   stimulation with poly ICLC for 13hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: poly ICLC_13hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			anti-IFNAR mAb;pIC	1h;6h	10 ug/ml;50 ug/ml	NA	PBMC		PBMC_IFNAR_AB_poly ICLC_6hrs_SP_2	GSM813400	Peripheral blood mononuclear cell (PBMCs)	5645692009_B	PBMCs collected from volunteer incubated anti-IFNAR mAb followed by a   stimulation with poly ICLC for 6hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: poly ICLC_6hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		B	0	0	0			anti-IFNAR mAb	1h	10 ug/ml	NA	PBMC		PBMC_IFNAR_AB_medium_SP_2	GSM813401	Peripheral blood mononuclear cell (PBMCs)	5645692009_C	PBMCs collected from volunteer incubated with anti-IFNAR mAb and left non stimulated	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: medium	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			anti-IFNAR mAb;pIC	1h;6h	10 ug/ml;50 ug/ml	NA	PBMC		PBMC_IFNAR_AB_poly ICLC_13hrs_SR_2	GSM813402	Peripheral blood mononuclear cell (PBMCs)	5645692009_D	PBMCs collected from volunteer incubated anti-IFNAR mAb followed by a   stimulation with poly ICLC for 13hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: poly ICLC_13hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			anti-IFNAR mAb;pIC	1h;6h	10 ug/ml;50 ug/ml	NA	PBMC		PBMC_IFNAR_AB_poly ICLC_6hrs_SR_2	GSM813403	Peripheral blood mononuclear cell (PBMCs)	5645692009_E	PBMCs collected from volunteer incubated anti-IFNAR mAb followed by a   stimulation with poly ICLC for 6hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: poly ICLC_6hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		B	0	0	0			anti-IFNAR mAb	1h	10 ug/ml	NA	PBMC		PBMC_IFNAR_AB_medium_SR_2	GSM813404	Peripheral blood mononuclear cell (PBMCs)	5645692009_F	PBMCs collected from volunteer incubated with anti-IFNAR mAb and left non stimulated	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: IFNAR_AB	NA	NA	stimulation: medium	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		A	0	0	0			pIC	13h	50 ug/ml	NA	PBMC		PBMC_control_AB_poly ICLC_13hrs_SP_2	GSM813405	Peripheral blood mononuclear cell (PBMCs)	5645692009_G	PBMCs collected from volunteer incubated with control_IgG followed by a   stimulation with poly ICLC for 13hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: poly ICLC_13hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		E	0	0	0			pIC	6h	50 ug/ml	NA	PBMC		PBMC_control_AB_poly ICLC_6hrs_SP_2	GSM813406	Peripheral blood mononuclear cell (PBMCs)	5645692009_H	PBMCs collected from volunteer incubated with control_IgG followed by a   stimulation with poly ICLC for 6hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: poly ICLC_6hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		a	0	0	1			(Veh)	1h		NA	PBMC		PBMC_control_AB_medium_SP_2	GSM813407	Peripheral blood mononuclear cell (PBMCs)	5645692009_I	PBMCs collected from volunteer incubated with control_IgG mAb and left non stimulated	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: medium	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		A	0	0	0			pIC	13h	50 ug/ml	NA	PBMC		PBMC_control_AB_poly ICLC_13hrs_SR_2	GSM813408	Peripheral blood mononuclear cell (PBMCs)	5645692009_J	PBMCs collected from volunteer incubated with control_IgG followed by a   stimulation with poly ICLC for 13hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: poly ICLC_13hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		E	0	0	0			pIC	6h	50 ug/ml	NA	PBMC		PBMC_control_AB_poly ICLC_6hrs_SR_2	GSM813409	Peripheral blood mononuclear cell (PBMCs)	5645692009_K	PBMCs collected from volunteer incubated with control_IgG followed by a   stimulation with poly ICLC for 6hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: poly ICLC_6hrs	batch: B		NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		a	0	0	1			(Veh)	1h		NA	PBMC		PBMC_control_AB_medium_SR_2	GSM813410	Peripheral blood mononuclear cell (PBMCs)	5645692009_L	PBMCs collected from volunteer incubated with control_IgG and left non stimulated	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	blocking: control_AB	NA	NA	stimulation: medium	batch: B		NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE36891	1C		a	0	0	1			(Veh)	24h		NA	peritoneal macrophages		control peritoneal macrophages #1	GSM904887	PMC-1	non-treated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: control	NA	NA	NA	NA	NA	NA	NA
GSE36891	1C		a	0	0	1			(Veh)	24h		NA	peritoneal macrophages		control peritoneal macrophages #2	GSM904888	PMC-2	non-treated	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: control	NA	NA	NA	NA	NA	NA	NA
GSE36891	1C		B	0	0	0			pIC	24h	2 ug/ml	NA	peritoneal macrophages		poly I:C treated macrophages #1	GSM904889	PMI-1	treated with poly I:C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: poly I:C	NA	NA	NA	NA	NA	NA	NA
GSE36891	1C		B	0	0	0			pIC	24h	2 ug/ml	NA	peritoneal macrophages		poly I:C treated macrophages #2	GSM904890	PMI-2	treated with poly I:C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: poly I:C	NA	NA	NA	NA	NA	NA	NA
GSE36891	1C		A	0	0	0			PAM	24h	1 ug/ml	NA	peritoneal macrophages		PAM treated macrophages #1	GSM904891	PMP-1	treated with PAMCSK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: PAM	NA	NA	NA	NA	NA	NA	NA
GSE36891	1C		A	0	0	0			PAM	24h	1 ug/ml	NA	peritoneal macrophages		PAM treated macrophages #2	GSM904892	PMP-2	treated with PAMCSK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	strain: C57BL/6	NA	NA	cell type: peritoneal macrophages	agent: PAM	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE40593	1C			1	0	0						NA	hESCs		H9 hESCs biological rep 1-1	GSM997555	hESCs	Gene expression data from H9 hESC line	A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: undifferentiated hESC	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	hESCs		H9 hESCs biological rep 1-2	GSM997556	hESCs	Gene expression data from H9 hESC line	A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: undifferentiated hESC	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	hESCs		H9 hESCs biological rep 1-3	GSM997557	hESCs	Gene expression data from H9 hESC line	A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: undifferentiated hESC	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	neural rosettes		H9-derived neural rosettes biological rep 1-1	GSM997558	neural rosettes manually purified	Gene expression data from neural rosettes	B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: neural rosettes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	neural rosettes		H9-derived neural rosettes biological rep 1-2	GSM997559	neural rosettes manually purified	Gene expression data from neural rosettes	B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: neural rosettes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	oligodendrocytes		H9-derived oligodendrocytes biological rep 1-1	GSM997560	Oligos O4+ from H9	Gene expression data from H9 oligos	M1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: oligodendrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	oligodendrocytes		H9-derived oligodendrocytes biological rep 1-2-1	GSM997561	Oligos O4+ from H9	Gene expression data from H9 oligos	M2	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: oligodendrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C			1	0	0						NA	oligodendrocytes		H9-derived oligodendrocytes technical rep 1-2-2	GSM997562	Oligos O4+ from H9	Gene expression data from H9 oligos	M2-bis	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: oligodendrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	astrocytes		H9-derived astrocytes biological rep 1-1-1	GSM997563	Astrocytes from H9	Gene expression data from H9 astrocytes	N1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: astrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	astrocytes		H9-derived astrocytes technical rep 1-1-2	GSM997564	Astrocytes from H9	Gene expression data from H9 astrocytes	N1-bis	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: astrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	astrocytes		H9-derived astrocytes biological rep 1-2	GSM997565	Astrocytes from H9	Gene expression data from H9 astrocytes	N3	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: astrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	neurons		H9-derived neurons CD44- EGFR- biological rep 1-1	GSM997566	Neurons CD44- EGFR- from H9	Gene expression data from H9 neurons	FL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: neurons CD44- EGFR-	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	neurons		H9-derived neurons CD44- EGFR- biological rep 1-2	GSM997567	Neurons CD44- EGFR- from H9	Gene expression data from H9 neurons	FL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: neurons CD44- EGFR-	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		a	0	0	1	(WT)					NA	neurons		H9-derived neurons CD44- EGFR- biological rep 1-3	GSM997568	Neurons CD44- EGFR- from H9	Gene expression data from H9 neurons	FL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: H9	NA	NA	cell type: neurons CD44- EGFR-	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		A	0	0	0	UNC93B	LOF				NA	neurons		UNC93b-/- iPS-derived neurons CD44- EGFR- biological rep 1-1	GSM997569	Neurons CD44- EGFR- from UNC93B-/-	Gene expression data from UNC93B-/- iPS derived neurons	FL7	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: UNC93b-/- iPS	NA	NA	cell type: neurons CD44- EGFR-	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		A	0	0	0	UNC93B	LOF				NA	neurons		UNC93b-/- iPS-derived neurons CD44- EGFR- biological rep 1-2	GSM997570	Neurons CD44- EGFR- from UNC93B-/-	Gene expression data from UNC93B-/- iPS derived neurons	FL8	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: UNC93b-/- iPS	NA	NA	cell type: neurons CD44- EGFR-	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		A	0	0	0	UNC93B	LOF				NA	astrocytes		UNC93b-/- iPS-derived astrocytes biological rep 1-1	GSM997571	Astrocytes from UNC93B-/-	Gene expression data from UNC93B-/- iPS derived astrocytes	FL10	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: UNC93b-/- iPS	NA	NA	cell type: astrocytes	NA	NA	NA	NA	NA	NA	NA	NA
GSE40593	1C		A	0	0	0	UNC93B	LOF				NA	astrocytes		UNC93b-/- iPS-derived astrocytes biological rep 1-2	GSM997572	Astrocytes from UNC93B-/-	Gene expression data from UNC93B-/- iPS derived astrocytes	FL11	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6884	cell line: UNC93b-/- iPS	NA	NA	cell type: astrocytes	NA	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE43217	1C		a	0	0	1			(Veh)	6h		NA	HT1080		HT1080_untreated_rep1	GSM1058791	HT1080_untreated control	HT-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	cell line: HT1080	NA	NA	cell type: fibrosarcoma cells			NA	NA	NA	NA	NA	NA
GSE43217	1C		C	0	0	0			pIC	6h	100 ug/ml	NA	HT1080		HT1080_dsRNA-treated_rep1	GSM1058792	HT1080_dsRNA	HT+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	cell line: HT1080	NA	NA	cell type: fibrosarcoma cells	treated with: 100 ug/ml dsRNA (polyIC) for 6h		NA	NA	NA	NA	NA	NA
GSE43217	1C		A	0	0	0			PKCi	1h	5 uM	NA	HT1080		PKC_inhibitor-treated_HT1080_untreated_rep1	GSM1058793	HT1080_Go6976	HT-Go6972-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	cell line: HT1080	NA	NA	cell type: fibrosarcoma cells	pre-treated with: Go6976 (5uM) for 1hr		NA	NA	NA	NA	NA	NA
GSE43217	1C		B	0	0	0			PKCi;pIC	1h;6h	5 uM;100 ug/ml	NA	HT1080		PKC_inhibitor-treated_HT1080_dsRNA-treated_rep1	GSM1058794	HT1080_Go6976_dsRNA	HT-Go6972+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	cell line: HT1080	NA	NA	cell type: fibrosarcoma cells	pre-treated with: Go6976 (5uM) for 1hr	treated with: 100 ug/ml dsRNA (polyIC) for 6h	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE57512	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		ctrl_1	GSM1384045	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: unstimulated	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		ctrl_2	GSM1384046	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: unstimulated	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		a	0	0	1			(Veh)	2h		NA	dendritic cells		ctrl_3	GSM1384047	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: unstimulated	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		A	0	0	0			pIC	2h		NA	dendritic cells		pIC_2h_1	GSM1384048	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 2h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		A	0	0	0			pIC	2h		NA	dendritic cells		pIC_2h_2	GSM1384049	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 2h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		A	0	0	0			pIC	2h		NA	dendritic cells		pIC_2h_3	GSM1384050	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 2h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		B	0	0	0			pIC	6h		NA	dendritic cells		pIC_6h_1	GSM1384051	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 6h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		B	0	0	0			pIC	6h		NA	dendritic cells		pIC_6h_2	GSM1384052	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 6h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		B	0	0	0			pIC	6h		NA	dendritic cells		pIC_6h_3	GSM1384053	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 6h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		C	0	0	0			pIC	8h		NA	dendritic cells		pIC_18h_1	GSM1384054	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 18h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		C	0	0	0			pIC	8h		NA	dendritic cells		pIC_18h_2	GSM1384055	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 18h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
GSE57512	1C		C	0	0	0			pIC	8h		NA	dendritic cells		pIC_18h_3	GSM1384056	CD8 positive dendritic cell line	Gene expression data of CD8 DC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	cell type: CD8 positive dendritic cell line	NA	NA	treatment: polyI:C for 18h	genetic background: C57BL/6	NA	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE68820	1C		A	0	0	0	TLR3	LOF	(Veh)	2d		NA	lung tissue		SM036 1.1 Mock TLR3 d2 RNA	GSM1682315	"TLR3-/-, Lung tissue, mock-inoculated, 2 days, bioreplicate 1"	SM036_1.1_TLR3_Mock_d2_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 2 dpi	biological_replicate: 1	tissue: lung
GSE68820	1C		A	0	0	0	TLR3	LOF	(Veh)	2d		NA	lung tissue		SM036 1.2 Mock TLR3 d2 RNA	GSM1682316	"TLR3-/-, Lung tissue, mock-inoculated, 2 days, bioreplicate 2"	SM036_1.2_TLR3_Mock_d2_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 2 dpi	biological_replicate: 2	tissue: lung
GSE68820	1C		A	0	0	0	TLR3	LOF	(Veh)	2d		NA	lung tissue		SM036 1.3 Mock TLR3 d2 RNA	GSM1682317	"TLR3-/-, Lung tissue, mock-inoculated, 2 days, bioreplicate 3"	SM036_1.3_TLR3_Mock_d2_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 2 dpi	biological_replicate: 3	tissue: lung
GSE68820	1C		A	0	0	0	TLR3	LOF	(Veh)	2d		NA	lung tissue		SM036 1.4 Mock TLR3  d2 RNA	GSM1682318	"TLR3-/-, Lung tissue, mock-inoculated, 2 days, bioreplicate 4"	SM036_1.4_TLR3_Mock_d2_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 2 dpi	biological_replicate: 4	tissue: lung
GSE68820	1C		C	0	0	0	TLR3	LOF	MA15 virus	2d	10^5	NA	lung tissue		SM036 2.1 10^5 MA15 TLR3  d2 RNA	GSM1682319	"TLR3-/-, Lung tissue, MA15-inoculated, 2 days, bioreplicate 1"	SM036_2.1_TLR3_MA15_d2_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: MA15 virus	NA	NA	NA	time: 2 dpi	biological_replicate: 1	tissue: lung
GSE68820	1C		C	0	0	0	TLR3	LOF	MA15 virus	2d	10^5	NA	lung tissue		SM036 2.2 10^5 MA15 TLR3 d2 RNA	GSM1682320	"TLR3-/-, Lung tissue, MA15-inoculated, 2 days, bioreplicate 2"	SM036_2.2_TLR3_MA15_d2_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: MA15 virus	NA	NA	NA	time: 2 dpi	biological_replicate: 2	tissue: lung
GSE68820	1C		C	0	0	0	TLR3	LOF	MA15 virus	2d	10^5	NA	lung tissue		SM036 2.3 10^5 MA15 TLR3  d2 RNA	GSM1682321	"TLR3-/-, Lung tissue, MA15-inoculated, 2 days, bioreplicate 3"	SM036_2.3_TLR3_MA15_d2_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: MA15 virus	NA	NA	NA	time: 2 dpi	biological_replicate: 3	tissue: lung
GSE68820	1C		C	0	0	0	TLR3	LOF	MA15 virus	2d	10^5	NA	lung tissue		SM036 2.4 10^5 MA15 TLR3  d2 RNA	GSM1682322	"TLR3-/-, Lung tissue, MA15-inoculated, 2 days, bioreplicate 4"	SM036_2.4_TLR3_MA15_d2_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: MA15 virus	NA	NA	NA	time: 2 dpi	biological_replicate: 4	tissue: lung
GSE68820	1C		C	0	0	0	TLR3	LOF	MA15 virus	2d	10^5	NA	lung tissue		SM036 2.5 10^5 MA15 TLR3  d2 RNA	GSM1682323	"TLR3-/-, Lung tissue, MA15-inoculated, 2 days, bioreplicate 5"	SM036_2.5_TLR3_MA15_d2_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: MA15 virus	NA	NA	NA	time: 2 dpi	biological_replicate: 5	tissue: lung
GSE68820	1C		D	0	0	0	TLR3	LOF	(Veh)	4d		NA	lung tissue		SM036 3.1 Mock TLR3 d4 RNA	GSM1682324	"TLR3-/-, Lung tissue, mock-inoculated, 4 days, bioreplicate 1"	SM036_3.1_TLR3_Mock_d4_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 4 dpi	biological_replicate: 1	tissue: lung
GSE68820	1C		D	0	0	0	TLR3	LOF	(Veh)	4d		NA	lung tissue		SM036 3.2 Mock TLR3 d4 RNA	GSM1682325	"TLR3-/-, Lung tissue, mock-inoculated, 4 days, bioreplicate 2"	SM036_3.2_TLR3_Mock_d4_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 4 dpi	biological_replicate: 2	tissue: lung
GSE68820	1C		D	0	0	0	TLR3	LOF	(Veh)	4d		NA	lung tissue		SM036 3.3 Mock TLR3 d4 RNA	GSM1682326	"TLR3-/-, Lung tissue, mock-inoculated, 4 days, bioreplicate 3"	SM036_3.3_TLR3_Mock_d4_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 4 dpi	biological_replicate: 3	tissue: lung
GSE68820	1C		D	0	0	0	TLR3	LOF	(Veh)	4d		NA	lung tissue		SM036 3.4 Mock TLR3 d4 RNA	GSM1682327	"TLR3-/-, Lung tissue, mock-inoculated, 4 days, bioreplicate 4"	SM036_3.4_TLR3_Mock_d4_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL7202	strain: C57Bl/6J	NA	NA	genotype/variation: TLR3-/-	age: 10 weeks	infection: mockulum	NA	NA	NA	time: 4 dpi	biological_replicate: 4	tissue: lung
